"occurences","queries","contexts.name","contexts.count"
16,"Email address ","waiting-eppi-fees",1
16,"Email address ","waiting-support-parent-paying",1
16,"Email address ","waiting-eppi-activate",1
16,"Email address ","waiting-eppi-get-card",1
16,"Email address ","waiting-eppi-replace-report",1
16,"Email address ","waiting-support-parent-receiving",1
16,"Email address ","waiting-support-employer",1
16,"Email address ","waiting-eppi-notifications",1
16,"Looking for contact information of the director of MS Child Support","ticketinfo",5
16,"Looking for contact information of the director of MS Child Support","waiting-support-no-email",5
16,"Looking for contact information of the director of MS Child Support","waiting-support-email",5
16,"Looking for contact information of the director of MS Child Support","waiting-feedback-root",3
16,"Looking for contact information of the director of MS Child Support","waiting-restart-conversation",2
16,"Looking for contact information of the director of MS Child Support","waiting-eppi-faq",1
16,"Looking for contact information of the director of MS Child Support","waiting-eppi-fees",1
16,"Looking for contact information of the director of MS Child Support","waiting-support-parent-paying",1
16,"Looking for contact information of the director of MS Child Support","waiting-eppi-activate",1
16,"Looking for contact information of the director of MS Child Support","waiting-eppi-get-card",1
16,"Looking for contact information of the director of MS Child Support","waiting-eppi-replace-report",1
16,"Looking for contact information of the director of MS Child Support","waiting-support-parent-receiving",1
16,"Looking for contact information of the director of MS Child Support","waiting-support-employer",1
16,"Looking for contact information of the director of MS Child Support","waiting-eppi-notifications",1
16,"Im trying to send my new address and stuff through email","ticketinfo",5
16,"Im trying to send my new address and stuff through email","waiting-support-no-email",5
16,"Im trying to send my new address and stuff through email","waiting-support-email",5
16,"Im trying to send my new address and stuff through email","waiting-feedback-root",3
16,"Im trying to send my new address and stuff through email","waiting-restart-conversation",2
16,"Im trying to send my new address and stuff through email","waiting-eppi-faq",1
16,"Im trying to send my new address and stuff through email","waiting-eppi-fees",1
16,"Im trying to send my new address and stuff through email","waiting-support-parent-paying",1
16,"Im trying to send my new address and stuff through email","waiting-eppi-activate",1
16,"Im trying to send my new address and stuff through email","waiting-eppi-get-card",1
16,"Im trying to send my new address and stuff through email","waiting-eppi-replace-report",1
16,"Im trying to send my new address and stuff through email","waiting-support-parent-receiving",1
16,"Im trying to send my new address and stuff through email","waiting-support-employer",1
16,"Im trying to send my new address and stuff through email","waiting-eppi-notifications",1
16,"Can you give me the email address for the call center? ","ticketinfo",5
16,"Can you give me the email address for the call center? ","waiting-support-no-email",5
16,"Can you give me the email address for the call center? ","waiting-support-email",5
16,"Can you give me the email address for the call center? ","waiting-feedback-root",3
16,"Can you give me the email address for the call center? ","waiting-restart-conversation",2
16,"Can you give me the email address for the call center? ","waiting-eppi-faq",1
16,"Can you give me the email address for the call center? ","waiting-eppi-fees",1
16,"Can you give me the email address for the call center? ","waiting-support-parent-paying",1
16,"Can you give me the email address for the call center? ","waiting-eppi-activate",1
16,"Can you give me the email address for the call center? ","waiting-eppi-get-card",1
16,"Can you give me the email address for the call center? ","waiting-eppi-replace-report",1
16,"Can you give me the email address for the call center? ","waiting-support-parent-receiving",1
16,"Can you give me the email address for the call center? ","waiting-support-employer",1
16,"Can you give me the email address for the call center? ","waiting-eppi-notifications",1
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","ticketinfo",5
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-support-no-email",5
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-support-email",5
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-feedback-root",3
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-restart-conversation",2
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-eppi-faq",1
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-eppi-fees",1
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-support-parent-paying",1
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-eppi-activate",1
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-eppi-get-card",1
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-eppi-replace-report",1
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-support-parent-receiving",1
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-support-employer",1
16,"may i have a email address to send over my court order. i keep sending it this one and since march no one will call EMAIL_ADDRESS","waiting-eppi-notifications",1
16,"No email","ticketinfo",5
16,"No email","waiting-support-no-email",5
16,"No email","waiting-support-email",5
16,"No email","waiting-feedback-root",3
16,"No email","waiting-restart-conversation",2
16,"No email","waiting-eppi-faq",1
16,"No email","waiting-eppi-fees",1
16,"No email","waiting-support-parent-paying",1
16,"No email","waiting-eppi-activate",1
16,"No email","waiting-eppi-get-card",1
16,"No email","waiting-eppi-replace-report",1
16,"No email","waiting-support-parent-receiving",1
16,"No email","waiting-support-employer",1
16,"No email","waiting-eppi-notifications",1
16,"No email","ticketinfo",5
16,"No email","waiting-support-no-email",5
16,"No email","waiting-support-email",5
16,"No email","waiting-feedback-root",3
16,"No email","waiting-restart-conversation",2
16,"No email","waiting-eppi-faq",1
16,"No email","waiting-eppi-fees",1
16,"No email","waiting-support-parent-paying",1
16,"No email","waiting-eppi-activate",1
16,"No email","waiting-eppi-get-card",1
16,"No email","waiting-eppi-replace-report",1
16,"No email","waiting-support-parent-receiving",1
16,"No email","waiting-support-employer",1
16,"No email","waiting-eppi-notifications",1
16,"Email","ticketinfo",5
16,"Email","waiting-support-no-email",5
16,"Email","waiting-support-email",5
16,"Email","waiting-feedback-root",3
16,"Email","waiting-restart-conversation",2
16,"Email","waiting-eppi-faq",1
16,"Email","waiting-eppi-fees",1
16,"Email","waiting-support-parent-paying",1
16,"Email","waiting-eppi-activate",1
16,"Email","waiting-eppi-get-card",1
16,"Email","waiting-eppi-replace-report",1
16,"Email","waiting-support-parent-receiving",1
16,"Email","waiting-support-employer",1
16,"Email","waiting-eppi-notifications",1
16,"Need to provide information via email","ticketinfo",5
16,"Need to provide information via email","waiting-support-no-email",5
16,"Need to provide information via email","waiting-support-email",5
16,"Need to provide information via email","waiting-feedback-root",3
16,"Need to provide information via email","waiting-restart-conversation",2
16,"Need to provide information via email","waiting-eppi-faq",1
16,"Need to provide information via email","waiting-eppi-fees",1
16,"Need to provide information via email","waiting-support-parent-paying",1
16,"Need to provide information via email","waiting-eppi-activate",1
16,"Need to provide information via email","waiting-eppi-get-card",1
16,"Need to provide information via email","waiting-eppi-replace-report",1
16,"Need to provide information via email","waiting-support-parent-receiving",1
16,"Need to provide information via email","waiting-support-employer",1
16,"Need to provide information via email","waiting-eppi-notifications",1
16,"email address for hinds county dhs","ticketinfo",5
16,"email address for hinds county dhs","waiting-support-no-email",5
16,"email address for hinds county dhs","waiting-support-email",5
16,"email address for hinds county dhs","waiting-feedback-root",3
16,"email address for hinds county dhs","waiting-restart-conversation",2
16,"email address for hinds county dhs","waiting-eppi-faq",1
16,"email address for hinds county dhs","waiting-eppi-fees",1
16,"email address for hinds county dhs","waiting-support-parent-paying",1
16,"email address for hinds county dhs","waiting-eppi-activate",1
16,"email address for hinds county dhs","waiting-eppi-get-card",1
16,"email address for hinds county dhs","waiting-eppi-replace-report",1
16,"email address for hinds county dhs","waiting-support-parent-receiving",1
16,"email address for hinds county dhs","waiting-support-employer",1
16,"email address for hinds county dhs","waiting-eppi-notifications",1
16,"no email","ticketinfo",5
16,"no email","waiting-support-no-email",5
16,"no email","waiting-support-email",5
16,"no email","waiting-feedback-root",3
16,"no email","waiting-restart-conversation",2
16,"no email","waiting-eppi-faq",1
16,"no email","waiting-eppi-fees",1
16,"no email","waiting-support-parent-paying",1
16,"no email","waiting-eppi-activate",1
16,"no email","waiting-eppi-get-card",1
16,"no email","waiting-eppi-replace-report",1
16,"no email","waiting-support-parent-receiving",1
16,"no email","waiting-support-employer",1
16,"no email","waiting-eppi-notifications",1
16,"no email ","ticketinfo",5
16,"no email ","waiting-support-no-email",5
16,"no email ","waiting-support-email",5
16,"no email ","waiting-feedback-root",3
16,"no email ","waiting-restart-conversation",2
16,"no email ","waiting-eppi-faq",1
16,"no email ","waiting-eppi-fees",1
16,"no email ","waiting-support-parent-paying",1
16,"no email ","waiting-eppi-activate",1
16,"no email ","waiting-eppi-get-card",1
16,"no email ","waiting-eppi-replace-report",1
16,"no email ","waiting-support-parent-receiving",1
16,"no email ","waiting-support-employer",1
16,"no email ","waiting-eppi-notifications",1
16,"I need an email address ","ticketinfo",5
16,"I need an email address ","waiting-support-no-email",5
16,"I need an email address ","waiting-support-email",5
16,"I need an email address ","waiting-feedback-root",3
16,"I need an email address ","waiting-restart-conversation",2
16,"I need an email address ","waiting-eppi-faq",1
16,"I need an email address ","waiting-eppi-fees",1
16,"I need an email address ","waiting-support-parent-paying",1
16,"I need an email address ","waiting-eppi-activate",1
16,"I need an email address ","waiting-eppi-get-card",1
16,"I need an email address ","waiting-eppi-replace-report",1
16,"I need an email address ","waiting-support-parent-receiving",1
16,"I need an email address ","waiting-support-employer",1
16,"I need an email address ","waiting-eppi-notifications",1
