type, location, category
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DgxKewTvjtU.txt,interstate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LFuD4kimhbw.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FXroU0Qa2Ak.txt,child care
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/L8uPr6KQyGE.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BH4U9P9XkUM.txt,cant make payments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/I0OAEYKt95o.txt,fax
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/G0LIITDl13w.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/TwlHO_Fr9Nk.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/c0zCpHW8LUw.txt,appointments
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/PkRUfqLTf6Y.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/cA6mI6OI17E.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OJJBDINXYro.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/eQR55Ac68qI.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/NyYb0opwbro.txt,insufficient response
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/eNkZB2MWYqs.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Z9SOMAovpDU.txt,fax
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Q3tqz9NbsaI.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IQDT77T7-Q0.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ChIv1xWyLoQ.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RsM_1Riet8M.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/NRUvVXrSIeA.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XIb77txXLQg.txt,office locations
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ERelcxoYFP8.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WIGnRMh5u0I.txt
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BBmpJsCpbyI.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/EvFXUJKsx-c.txt,open case
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/NCXXiQRhnZY.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dVhE0gy6i2I.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/E57U8v40aP0.txt,not received payment
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/bmR_EamP9ms.txt,change employment information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XdiYcsJJKK8.txt,office locations
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/U5CiW3yAsEI.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/PJ8ZyExhSaY.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/d_YN7m8FyLc.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CZgl34ZKoPY.txt,contact human
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/B0vkeEV2cFE.txt,case status
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/J69leWwsIDw.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/N8SASKKtOQU.txt,snap
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LGSCyfkkjZ0.txt,fax
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MbPYhma_t58.txt,visitation
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/a9Y06Q_snJo.txt,open case
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Nvne2fpY5dk.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/R09q6ymLsHY.txt,card
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/EzNNn6v3s6Q.txt,documentation
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/b1dp34a2OHI.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/al5-f1vAan8.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OERnxq2SFgM.txt,gratitude
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Ad5OoQRPrK0.txt,gratitude
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Bf3ll_e0Ryc.txt,office locations
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LexSa25uvUs.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CntntO-390Y.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Wy-g7tTRZQg.txt
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YI1En2OO9TQ.txt,change employment information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Tw9E99_wOGw.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HBORVSf7oFc.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ReORxehcIow.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Xhiv1pBy3N4.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/AWfdftPKFlI.txt,email
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BTlKTX6SQH8.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Cqin-N3Kamg.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/N_k9G1mP8QI.txt,taxes
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Fe6Na7ZjRng.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VE9ZklWGefU.txt
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/C-tKIJ8kyOk.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IyozXsEZtOY.txt,case status
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UBXuZGcVyDM.txt,appointments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Hml9RlpcW9g.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/awvo7xSbi2o.txt,change of information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Vqa5AshmnYU.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/erQ00yESt6Y.txt,paternity
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DS_k_Dmb1U0.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GR61DmNgpsI.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/exp065UWsso.txt,arrears
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IdQTXukR5qY.txt,contact human
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KlNtgexTi8s.txt,fee
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GlXpydShpmc.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/J31Dz3WhuZo.txt,gratitude
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WSLXaVbqu6E.txt,interstate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CNIUa818D0c.txt,refund
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JtEHDFQNl-g.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KpJDZjIb3fU.txt,payment history
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/SrXrABSS06Y.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/f2X3Ky3nTpw.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Bc4RJWhv4yo.txt,legal
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/T3EF_eP8FUI.txt,payment history
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Eseg6wlRyhA.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Jc6AgPXBRyQ.txt,documentation
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Q_lLpYqH0Ew.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DvlN1veF5e8.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/bMjHORuwXnM.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CvzyQ_UzRGQ.txt,open case
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/akHSuwwsUeA.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RGwZvr3OXLw.txt,visitation
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JMF8ki8plIQ.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YeicCO-Tt3c.txt,change of information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IY_2FmiFpqk.txt,contact human
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CaEXg5cS-kA.txt,account information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Td3cqBKFGGE.txt,incarceration
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/H4ad08CFRN4.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/c4JyGgglM7k.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ET8Bq4oAncg.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/N6vF6PkWGvY.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WRhV5lTNHeE.txt,payment history
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/EgT8MiE9CLY.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/J5JIWyejwak.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ET6rALdIDZg.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ehRw76G3O8E.txt,change employment information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ETW8KAGgfdM.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/E5Vhx5X4uhQ.txt,snap
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GoBRFIPDg2w.txt,change of information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LeB7iMC-gB4.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YGysHBFMJgE.txt,cant make payments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ZXIft5zyoVs.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JnAOU8ro9Og.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/EYylrigX2LA.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Hh3eQ5HkCoc.txt,paternity
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LCWPF4S_qlg.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OTKkMebYEFU.txt,make payment
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/eGV_RIdIuMM.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KwoaR2x6k50.txt,login
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VbRoF3kP6Rk.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HyRuVWSo8sE.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/EYZ072q0XnI.txt,verification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/P-sI2Mscuic.txt,interstate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OS9qreZsbHM.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UAEolu6p9o8.txt,change employment information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Kv04BrQFKM0.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Zd5-NvUSmgU.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/U64xEhJ4Myo.txt,paternity
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RxiUO-aB5ck.txt,case status
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LQ5FwVjKTCg.txt,appointments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/EV6vFPdG43M.txt,make payment
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Ym-Jb9x2_mc.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VgJtIHTkrLI.txt,change of information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fwV6Jc6AcNg.txt,arrears
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/desUNnvQXvg.txt,open case
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/X4Wd_GeJj2k.txt,open case
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CVVpr5UxzsI.txt,make payment
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Ff6SceiLgUw.txt,appointments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HZyu09Myj7g.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/b8QOQmBN_fo.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DM5jvofPjmg.txt,open case
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fauPPHSQGE0.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Cyk7k65Z2f4.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GX4fN-110U4.txt,arrears
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/PSj8HVSpB8c.txt,snap
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/U0JzcdDlBRg.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XRfZIrFACc0.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FLafdIn65H0.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/a1en2B2Zggw.txt,email
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/U1BTrJaEuwE.txt,contact human
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FdeanAHRlIQ.txt,open case
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/cpWvE4jK4N8.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fDR4n_IcUCI.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ETRa6qJMUA8.txt,account balance
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DKjpth-1_dY.txt,online action
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/TbfNptrAEdI.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/QHlDptGn9QQ.txt,estimate payments
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VP7FKm-ClUk.txt,make payment
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Z-Vxv5EnK9o.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Ufh2TH-xytc.txt,fee
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/SoBL8BrBbuQ.txt,refund
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XccUWron1gE.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Qv6uE3HAAZQ.txt,change of information
