I have not received my card yet. I was trying to see was it on its way?,card
Why is my money posted but not posted on my card,card
yes. I need a card,card
How can I sign up to receive a card to receive payment,card
If you already receiving child support and you're going to start receiving child support for your child how will you get the payments? On the same card or different?,card
How do I get my case number,case number
Hello trying to get my case number so I can money gram payment,case number
Case number,case number
Find case,case number
yes I need my case number,case number
case ID,case number
How do I obtain my case number?,case number
case #,case number
How can I find out my case id,case number
How do I get my case number?,case number
How do I found out my case number,case number
How to find my case e number,case number
Trying to find case # so can make payment,case number
find my case,case number
How to get case number,case number
IÍm trying to figure out what my case number is!,case number
I'm trying to pay child support I don't know my meets id case number,case number
Where can I find my case number to register online?,case number
I have a case against PERSON_NAME but do not know the case number,case number
Status,case status
I am check on child support,case status
check on my case,case status
Is there a case against PERSON_NAME cole?,case status
ItÍs been about 3 weeks since I put in an action,case status
Checking my case,case status
I was trying to see when I receive my child support and will I get a card,case status
Trying to check status of my case,case status
IÍm waiting for a review,case status
How do I find out if I'm getting  a refund,case status
IÍm trying to see why my child support isnÍt on my card yet IÍm missing two payments,case status
Checking case status,case status
Follow up,case status
In my system they have the same custodial parent but different case numbers Please advise,case status
Check status of case,case status
Judge changed my child support order 6 weeks ago when will it change?,case status
I need to know the status of my case,case status
I need to check on my case,case status
just checking on the progress,case status
IÍm just trying to follow up in regards to my case,case status
Can you tell me anything about my case I have not heard back on the decision that was made,case status
I want to talk about my case,case status
I was trying to check on my case,case status
I'm looking into a case I haven't heard back from in 9 months,case status
Just checking on updates,case status
how can I find out if I owe child support,case status
what is the status of my case,case status
On my case what is the going on as now,case status
Looking to check on my case to see if they have found out anything,case status
Follow up on my case,case status
Status of case,case status
How do I log in to see my child support case?,case status
Looking up a case against me saying I have a child in Mississippi,case status
Yes I would like to get the status of my case,case status
Question about my case,case status
Checking on child support,case status
Yes. I would also like to check on another case.,case status
Would like to know the status of my case,case status
How do. I find out if I'm getting a refund,case status
Check status,case status
I want to find out whatÍs going on with my case,case status
check my case,case status
How can I check,case status
I have submitted all of my information to start my case and I have not received any information about my case,case status
I'm trying to get updates on my child support case,case status
I am trying to see if I have a pending case or court date coming up,case status
has a case been open,case status
The status of my case,case status
I'm just seeing if anything has happened on the case,case status
Trying to find out if I have a open case,case status
I'm checking on my case,case status
I want to know has anything changed with my case,case status
IÍm trying to get the status of my child support case,case status
I applied for an increase and checking the status,case status
How can I check the status of a review for child support?,case status
About 3 weeks ago I sent a letter in on one of cases requesting a review and I still haven't heard anything yet,case status
I done dealt with 4 supervisors for the month of July n still haven't received my payments yet ...my email still the same...wat is really going on,case status
Can I check the status of my case,case status
I want to check and see what is going on with my case. There was a lien put on my children's father's workers comp and I was checking to see when a payment would be made.,case status
Check the status of my child care,case status
Check the status of my case,case status
Look up a case,case status
HI my name is PERSON_NAME. I'm trying to get a update on my case of Hattiesburg MS,case status
I need to see the situation on my case,case status
what's the deal with my case,case status
is my case still active,case status
is case active,case status
need info on my case,case status
Case!?,case status
I have a case,case status
Questions about a case that has been sitting for 3 years now,case status
How can I check notices online,case status
I have requested a review on my case and checking the status,case status
Can u tell me if I have anything  pending,case status
Yes. Trying to find out about my case. ItÍs been over 6 months and I still havenÍt gotten a court date,case status
I have a child support case and it has been years since anything has been done on it.,case status
how to complete a change of address,change of information
I need to fix my email,change of information
my name is wrong,change of information
my email is wrong how do I change it,change of information
my address is wrong how do I change it,change of information
the custodial parent changed,change of information
the parent changed,change of information
I need to change the custodial parent,change of information
93 CR 832 Vicksburg MS ZIPCODE,change of information
PERSON_NAME address,change of information
military,change of information
I need to get help with child care,child care
I was trying to get a child care voucher for my son but I'm,child care
I'm trying to apply for daycare,child care
Daycare,child care
child care for my kids,child care
daycare for my kids,child care
trying to check on child care,child care
Getting help with childcare,child care
I'm trying to apply for child care,child care
I need to get help with day care,child care
I need daycare assistance,child care
Child care voucher,child care
Finding the deadbeat...local caseworker won't do her job so I am trying to do it.,complaints
NOT HELPFUL.,complaints
I do not want to call them they were absolutely no help,complaints
Kiss my ass,complaints
you are no help!!!,complaints
I am calling PHONE_NUMBER form tank and #4 extension will NOT PICK & ANSWER .,complaints
Do you know anything,complaints
this has not been helpful to my questions.,complaints
never mind I can see this is an auto system and you will not be able to help me with anything- I have contact MDHS child support several times through out many years (my child is 7 now) and still no one will seems to be able to help ever,complaints
The lady in the office here in Hernando MS laughed at me after I had been there two times prior n still no results I didnÍt get to speak to anyone n the info that I did have she gave it back,complaints
You where not helpful,complaints
so why have a chat if you are unable to answer any questions,complaints
I tried calling. I was on hold for 15 minutes before being disconnected how can I get an audience with a case worker?,complaints
I appreciate the number but this should really be an option because I feel that I was discriminated against when I asked a male worker for the call center to fax over my documents to another facility and he refused he was rude and uncaring.,complaints
why wont the ipay page load?,complaints
what is taking so long with the process,complaints
No one answering that number,complaints
please remove this box,complaints
Please remove your chat window so I can navigate this website!,complaints
Shut up,complaints
Why y'all don't do your job,complaints
My baby father has been on hold,complaints
"I need a replacement debit card, I no longer have the one that was sent last time.  I've been on hold forever several times trying to talk to someone.",complaints
That number has no information,complaints
this was confusing,complaints
I cant get no help,complaints
this is terrible,complaints
This bot sucks,complaints
nobody answers that number,complaints
The wait time is too damn long.,complaints
"What can I do when the Child support dept. that is supposed to be collecting my support is not doing their job & staying on top of it , & I am giving them all the Information & they are not following through?",complaints
this site sucks,complaints
I can never get anyone on the phone or an update on my case. I have given the employment info and all of my ex-husband several times since oct. DIGITS still nothing.,complaints
"I need a replacement card, I no longer have the debit card that was sent last time.  I've been on hold forever several times to talk to someone and still can't get anyone.",complaints
Still not picking the phone up,complaints
All automated no answers,complaints
I have done a snap shot of this chat so others can see how nothing will be done,complaints
Please have supervisor call me,contact human
I need to talk to someone due to child support,contact human
Can I speak to an agent?,contact human
I need Mrs. lay number she at county Drive,contact human
DIGITS N. Glister Street Suite B Tupelo MS ZIPCODE; I tried calling the number listed online PHONE_NUMBER. I received a message that the number was not in service.,contact human
Need to speak with someone,contact human
I need the number to check on all my cases.,contact human
IÍm trying to help my son to fine out how much child support he owe and I cannot get anyone to talk to me can you please help me,contact human
I don't want my local office. It's in Pascagoula. I need a supervisor,contact human
Question submitted and no one called,contact human
Speak to a agent,contact human
Please have a supervisor call me. Every person that has called me back has hung up because they are not trained to answer my question,contact human
I need to talk to someone about my case,contact human
Customer services,contact human
I need to speak with manager,contact human
I need to speak with someone about that,contact human
how long to hear from email?,contact human
speak to a person,contact human
I need to speak to someone. Do you have a direct phone number?,contact human
Speak to a representative,contact human
Can I speak to a representative,contact human
I want to talk to a real person,contact human
Getting in touch with my case worker,contact human
Coahoma county child support number from online sources is not correct.,contact human
I'm trying to talk to a worker,contact human
How fast because I'm using others device at the moment I need you to call me before 4:30 if so PHONE_NUMBER,contact human
Customer service number,contact human
don't worry about it I'll call when I get off,contact human
No one will answer this number,contact human
I am a child on the case but I am 21 wonÍt nobody talk to me why,contact human
I need to talk to somebody right now,contact human
I HAVE I DID NOT GET A COMPLETE ANSWER FORM THEM,contact human
Talk to someone,contact human
U guys sent me a letter was trying to get a understanding,contact human
Need to talk to someone about a continuance on court date asap,contact human
Request help,contact human
Customer service,contact human
How do I get I touch with dhs,contact human
Speak to someone,contact human
When you find out let me know so I can send check.,contact human
representative,contact human
I need a phone number for child support in MS,contact human
I need an email address,contact human
Could you have someone call me on PHONE_NUMBER,contact human
Speak with someone,contact human
Can I speak with someone,contact human
Contact,contact human
Trying to see how to contact child support to receive unpaid payments,contact human
Can I speak with a real person?,contact human
they never answer,contact human
What is the best way to stay up to date and/or communicate with my case worker when I have concerns/questions?,contact human
Need to talk to caseworker about my pay payment,contact human
Can I talk to someone they been cutting the absent parent check and I need to find out about how to receive them payments,contact human
will they answer?,contact human
Who can I call,contact human
Get a number,contact human
I want to talk to a agent,contact human
Real person,contact human
Can I speak to a customer service rep,contact human
what is customer service,contact human
Is on file and every time I call them no one helps me no one,contact human
Can you please call me,contact human
I'm at the child support officer in Indiana and they need to speak with a customer service rep,contact human
How can I speak to a representative,contact human
need to speak to representative,contact human
I'm going to call,contact human
Contact info,contact human
is there a phone # I can call in PERSON_NAME MS to talk with someone about our case ?,contact human
Speak with a representative,contact human
who can I directly speak to about my case?,contact human
who do I get in touch with to figure out whatÍs taking so long for my case,contact human
Why can't I just talk to a human,contact human
what is the contact information to call someone in regards to this matter?,contact human
customer service rep,contact human
How do I talk with a real person?,contact human
Who else can be contacted,contact human
no I'm already receiving payments I'm trying to print of some forms from child support,documentation
I need a statement showing that I donÍt any support payments,documentation
I need 12 month receipt of payments sent to an email.,documentation
Driver license clearance form,documentation
Where can I find the child support forms,documentation
Good morning is there an online form I can complete to file for child support?,documentation
need civil case filing form cover sheet,documentation
I lost my child support letter for review of increase,documentation
I need a printout of the child support I received during the month of June DIGITS,documentation
We need a w9 form,documentation
Hi. Yes I was hoping I can get a print out of the last 2 months of my child support,documentation
invoice,documentation
I need a printout of child support payments from the last year,documentation
IÍm trying to get a print out for one of my residents saying how much she get for child support from the last 4 months,documentation
I need a form to change my child support,documentation
How to find old records,documentation
I need a print out of my case so I can give it to the funeral home I had a son to died,documentation
Can I submit my child support documentation online,documentation
How can I view letters that were sent from my case worker,documentation
I already receive. I just need something showing that I receive payments,documentation
I need a I-9 form,documentation
Where can I get a copy of my court ordered child support documents?,documentation
Trying to get a month to month print out of owed child support,documentation
contempt of court form,documentation
I'm looking to get help with a statement letter,documentation
I just want the withholding form for employees,documentation
Legal guardianship forms,documentation
I need a copy of my child support agreement from about 14 years ago,documentation
IÍm here to figure out how do I get a copy of my child support court order from both fathers of my children,documentation
I can get  a proof of child support from that place u sent me right,documentation
See old file,documentation
I need to know what documents you have,documentation
My daughter turned 18 in March of this year. Our divorce decree states my child support stops at that time unless she is in school. How can I get proof of enrollment /attendance in school to see if I still need to be paying?,documentation
I received a letter saying my case was going to be closed because I havenÍt cooperated with providing necessary information I havenÍt received anything saying what yÍall need,documentation
I have a question about income holding for child support form,documentation
Can I upload documents,documentation
I need the child support forms that my caseworker mailed to me and I didn't receive,documentation
I trying to get a copy of my child support orders,documentation
THIS IS PERSON_NAME FARMS IN BELZONI I NEED TO BEGIN SUBMITTING PAYMENTS FOR AN EMPLOYEE.  WHERE DO I FIND THE PRINTABLE FORM TO MAIL IN WITH THE PAYMENT?,documentation
I need a statement saying how much I receive a month,documentation
I already have a active case. I just need some type of documentation that states how much I receive and how often.,documentation
How to retrieve my award letter,documentation
I need an updated income withholding transmittal form,documentation
Hey how r u doing my name is PERSON_NAME Hale and I would like to know if I can get a letter saying that I am done with my child support payments,documentation
online statement,documentation
Just need a copy of the documents,documentation
I need recertification but when I go online I donÍt see no recertifications applications,documentation
is there a form to be filled out,documentation
I need a copy of the court documents concerning my case,documentation
how do you get invoices for remittance?,documentation
I need a child support waiver form,documentation
please just help me locate the forms that I need to fill out,documentation
Can I get a print of the CS emailed to me or do I have to go to office?,documentation
Disbursement unit letters,documentation
I need a copy of all the files you have,documentation
Is there a form the employee signs to authorize deduction from check?,documentation
I need statements for the month of May and June,documentation
I need  an establishment of part it's form,documentation
Find old file,documentation
How to I get a copy of my child support order?,documentation
So I was coming on this website to see if I could print the same forms off,documentation
looking for the court order,documentation
How can I get documentation of benefits for the school,documentation
How to receive affidavit for back child support,documentation
I'm searching for a childcare form,documentation
What proofs or forms do I need,documentation
I overpaid with an automatic deduction at work and have called numerous times the past 4 months and every time I am told they will send the form requesting reimbursement and I never get the form. Where can I get this form.,documentation
Need proof of my child support back three months,documentation
Send me the paperwork to my email I can fill out online and submit,documentation
Where is the app to fill out and send in about child support,documentation
Online child support claim log in,documentation
Proof of court order,documentation
award letter,documentation
I need the contempt of court form for non-payment of child support order,documentation
To what address should I mail a Judgment Terminating Child Support?,documentation
I am just looking for a blank Verification of Services form.,documentation
How would the person paying child support get a copy of their payment agreement,documentation
how can I get a copy of my child support orders,documentation
WHERE CAN I GET MY COURT ORDER FROM CHILD SUPPORT FROM DIGITS,documentation
forms,documentation
Can you provide blank copies of forms?,documentation
Trying to see how can I get a print out of my child support payments,documentation
Child support form 941 and 943/643 can be located where?,documentation
I need a copy of the most reason,documentation
Is there a printable 508 form?,documentation
yes I need to know how to get a new form with our employees on it  and the amounts to send in each pay period,documentation
Trying to get a copy of 1year payments of child support,documentation
I am trying to help a client of mine get a copy of a child support order that he is paying arrears on?,documentation
I want to know how can I get documents without going to a office,documentation
print it,documentation
Hey is there anyway I can access family contribution forms online,documentation
Paper work,documentation
Waiver form,documentation
I need to email something to the child support department. No one specific. What is the email address. I have EMAIL_ADDRESS but it rejects.,email
Need the email,email
Child Support Center email,email
is there an email address?,email
Email address for change of residence,email
Can I get the information sent to my email address,email
Hi I need an email address to send my drivers license n current address to receive my child support payment,email
Email address,email
where can I email the Request for information?,email
Email documents,email
email address to send a change of address too?,email
PHONE_NUMBER or you can email me,email
send an e-mail,email
Need email for submitting new address.,email
email contacts,email
Do you have their email address?,email
What email address do I need to upload documents. To prove my identity,email
Email,email
What is the email address for withholding forms,email
Is there a way I can email my caseworker,email
Email for call center,email
Hello can I get the MDHS call center email I'm trying to send a email of my up to date address,email
Email address?,email
"email for disbursement unit in PERSON_NAME, MS?",email
Can you email it to me,email
Once my child reaches 21 then what?,emancipation
Can wife sue if child is 21,emancipation
When my kids turns 21 how do I stop the child support,emancipation
what age does child support stop,emancipation
My child turns 21 on the 8th of August. At what point will my court order for child support be vacated?,emancipation
My child is 19 years old can I His mother pursue child support for him,emancipation
The child is 21 years of age,emancipation
I need to know when my payments end my son turns 21 in august,emancipation
My son is 19 and no longer in school do he still get child support,emancipation
Must pay child support until 21 years old no matter what.,emancipation
my child turns 21 in a few months...will you stop collecting child support from me at that time?,emancipation
What do I how to when your child done move out of your house,emancipation
If insurance was court ordered what is the age that a child is removed,emancipation
When an 18 y/o,emancipation
Does child support payments end when child reaches 21 years of age?,emancipation
My divorce papers say that my ex-husband only has to pay support until my child is 18.  However someone told me in the State of MS age 21 is the age he has to support her through...,emancipation
Trying to determine if my 18 year old moves does child support stop,emancipation
The child whom the child support order is for will be 21 years of age in November.  Does the parent have to notify DHS that the Child Support garnishment should end?,emancipation
How old does a child have to be to stop receiving child support,emancipation
When does child support payments stop,emancipation
What ages does child support stop,emancipation
Yes.  When did the age of emancipation change from 18 to 21?,emancipation
What is the age you should stop making payments,emancipation
Can you give me information on receiving child support after kids turn 19 years,emancipation
How long will my child receive child support?,emancipation
At what age is child support terminated,emancipation
Multiple children on one case and one child is 21 years of age and doesnÍt attend college.  Should I still be paying for that child?,emancipation
so even if he is in college I quit at 21,emancipation
I want to know if the child still in college as they reach 21 of age can they still receive child support,emancipation
21 years old,emancipation
I have a question concerning emancipation,emancipation
Age a child can receive child support,emancipation
My son turns 21 in August. When does my payroll deduction end for support for him?,emancipation
My child been full military for 2yrs why I still had to pay support,emancipation
When do you stop paying child support in Mississippi?,emancipation
Does it end at 18,emancipation
I would like to know when can one stop paying child support,emancipation
Why does father still pay child support for a child at is 18 years old?,emancipation
My child is about to be 18 but he is special needs and will be in school until he is 21. Will he continue to receive child support until he is 21?,emancipation
What is the age of majority,emancipation
How long does a child receive child support?,emancipation
What is the cut off age in Mississippi,emancipation
when can I stop paying child support,emancipation
My daughter is 14 can I still get support for her,emancipation
What is the legal age that a non custodial parent pay child support in MS,emancipation
Can my child still receive assistance after she turns 21?,emancipation
My son is 21 and incarcerated should I still be paying child support,emancipation
how long after all children have turned 18 do the support continue,emancipation
what if they child is over 21,emancipation
My son turned 21 on 5/6/19. Yet the support is still being taken from my paycheck.,emancipation
Yes I have a question.. wouldnÍt I be required to pay child support until my child is 18 UNLESS heÍs in school all the way to 21 ? Is that correct ?,emancipation
what's the  law for the emancipation,emancipation
What is the age for emancipation for MS?,emancipation
what is the emancipation age for the state of MS?,emancipation
what is the emancipation age for the state of Mississippi?,emancipation
when can I stop paying child support?,emancipation
when does child support terminate?,emancipation
when does child support stop in MS?,emancipation
My is 20 and no longer living with their guardian,emancipation
my child is 18 years old,emancipation
my child is 18 when does child support stop,emancipation
what is the age of emancipation?,emancipation
emancipation age,emancipation
How old can a child receive child support legally,emancipation
How can I get child support stopped when child is married and moved out on their own?,emancipation
IÍm trying to get wages garnished from his new job,enforcement
what happens if the other parent has missed his monthly child support payment,enforcement
I have an order already  but he has neglected to  pay in 3 months  and the months he did pay it was not what my order say,enforcement
It says on divorce paper he is supposed to pay but I have no idea where he is,enforcement
none I have not received child support since Oct of DIGITS. He was ordered to start paying in March or DIGITS and I have only gotten 3 or 4  payment since that date. from July to Oct of DIGITS. How can I find out if anything is being done to try to collect,enforcement
My daughter recently turned 18 and her father stopped paying support,enforcement
Termination of parental rights of a parent who hasnÍt paid child support or seen there child in almost 5 years,enforcement
My ex husband has not paid child support more than 3 months,enforcement
I need to get the amount owed,enforcement
My wife is late on child support and not answering my calls,enforcement
I raised this child by myself. Her father disowned her. But he still lied,enforcement
Yes I only have the state where my kids father stay no address I know where he works and social security number I need help ASAP,enforcement
"How can I get the ""absent parent"" to pay child support?  It has been almost 3 years.",enforcement
I have applied for child support and my daughter is 4 years old now and I still havenÍt received any for her. What can I do?,enforcement
Who is over the child support enforcement?,enforcement
Hi....my name is PERSON_NAME Hunt....I havenÍt receive child support since June 11 DIGITS,enforcement
I'm trying to get incompliant with child support food stamps,enforcement
How can some not follow through with a garnishment,enforcement
My baby daddy has never paid support and I was trying to figure out how to get it started,enforcement
What can be done about a non custodial parent working and not paying,enforcement
How can I help get my ex to pay child support?,enforcement
How can I get the father to pay child support,enforcement
My ex husband has been working for several months and I have not had any child support payments from him. I have his employment information.,enforcement
He's past due $2000.00,enforcement
Enforcement,enforcement
How long can he go without paying?,enforcement
My ex is over $4000 behind.  What can I do?,enforcement
Trying to figure out how to get my ex to pay since he is not after divorce,enforcement
How do I go about getting an enforcement?,enforcement
Non custodial parent has not paid child support in 3 months is there any updates I need to know about,enforcement
HavenÍt gotten any child support since January,enforcement
I am trying to see who I need to contact about my PERSON_NAME father.  He has not paid child support since May DIGITS,enforcement
I have a question if a father is over 15000 dollars behind in Child support will another be open if he is assisting with the second child,enforcement
My ex-wife is fixing to be 3 months behind on child support how are you going to enforce this,enforcement
The other parent hasn't been making payments since March 6 DIGITS,enforcement
How to get my child mom to pay,enforcement
Enforce!,enforcement
